1.Reference_Azerbaijani_Text	2.Whisper_ASR_Prediction	3.Reference_English_Target	4.MT_English_Prediction
"Məhəmməd dünyəvi məsələlərə aid olmayan mövzulara da dərin maraq göstərirdi. O, düşünmək üçün Nur dağındakı ""Hira"" adlanan mağaraya çox sıx gələrdi."	 Məhəmək dünyalı məsəlirlərə aid olmayan məvzumlara da dərin maraq göstərərdə. O düşünmək üçün nur dağından hira adlanan mağaraə çoxsıq gələrdir.	Muhammad was deeply interested in matters beyond this mundane life. He used to frequent a cave that became known as “Hira‘” on the Mountain of “Noor” (light) for contemplation.	He also showed a keen interest in non-sectarian subjects, and often visited a cave called Hira from the mountain of light to reflect on.
1976-cı ildə Maçu-Piççunun 30%-i yenidən bərpa edildi və yenidənqurma işləri hələ də gedir.	 1976-ci ildə Machu Picchu'nun 30 faizi yenidən bərpə edildi və yenidən qurma işləri hələdə gedir.	By 1976, thirty percent of Machu Picchu had been restored and restoration continues till today.	In 1976, 30 percent of Machu Picchu was restored, and reconstruction work is still underway.
Gündəlik mühafizə və giriş haqqının tələb olunması Cənubi Afrikanın bütün Milli Parklarında olduğu kimi bu park da mövcuddur.	 Gündərik mühafizə və giriş haqqında tələb olunması, çənih bu Afrikanın bütün milli parklarında olduğu kimi bu parkda da məvzuddur.	As with all South African National Parks, there are daily conservation and entry fees for the park.	The daytime protection and entry requirement is a concern in this park, as in all national parks in Africa.
Ən rahat əldə olunan bitki resursları yarpaqlardan və paxlakimilərdən alınan zülal ola bilər, amma bunlar bişirilmədiyi təqdirdə bizim kimi primatlar üçün də çətin həzm edilə bilən qidalardır.	 En rahat əldə olunan bitki resursları yarpaqlardan və paqlı kimlərdən alınan züvə olabilər. Amma bunlar birşirilmədiyi təqdirdə, bizimkim primakları üçün də çətin həzm edilə bilən qidə alardır.	The most readily accessible plant resources would have been the proteins accessible in leaves and legumes, but these are hard for primates like us to digest unless they are cooked.	The most easily available plant resources could be the nucleus from the leaves and the scales, but if these are not combined, they will also be difficult to digest for our primates.
Kompleksin ətrafındakı binaların bir çoxuna əslində orijinallarının necə göründüklərinə dair turistlərdə təəssürat oyatmaq məqsədilə yenidənqurma işləri tətbiq edildi.	 Kompleksin ətirafındakı binaların bir çox nəslində, orijinallarının neci göründüklərinə daire turistlərdə təvsil adı vaqatmaq məqsədi ilə yenidən qurma işləri tədbəq edildi.	Most of the buildings on the edges of the complex have been rebuilt in order to give tourists a better idea of how they originally appeared.	In many generations of buildings in the concourse, renovation work has been undertaken to make the apartment look as if it were the original, with the aim of giving the tourists a unique name.
Konfederasiya maddələrinə müvafiq olaraq, on üç əyalət birləşib əvvəl yeganə tərkib hissəsi Konqres olan zəif mərkəzi bir hökumət qurduğu zaman İnqilab Müharibəsi hələ davam edirdi.	 Kanfidərəs Səma dələrinin müvafiq olaraq, 13 ailət birləşib, əvvəl yegənə tərkib istəsi Kangrasulana Zəhəf Mərkəz bir hökumət kurdu, o zaman İngilab muaribəsi hələd davam edirdi.	During the Revolutionary War, the thirteen states first formed a weak central government—with the Congress being its only component—under the Articles of Confederation.	The Kangrasoolan Expeditionary Centre, which had previously been composed of 13 families, formed a government in accordance with the Canfidiras Samae, when the Anglo-Saxon war was still ongoing.
Qubernatorluq, yaralananlardan 19 nəfərin polis işçisi olduğuna dair məlumat verdi.	 Qubernahtorluq yaralananlardan 19 nəfərin polis istisi olduğuna dair məlumat verdi.	The governor's office said nineteen of the injured were police officers.	The governor said 19 of the injured were police officers.
Karpanedo çərşənbə günü baş verən tədbirdən əlavə, çempionat daxilində iki ayrı yarışda mübarizə apardı.	 Karpaniya döv çərşənmə günü baş verən tədbirdən əlavə, cəmpiyanat daxır indik, ayrı yarışda mübarizə apardı.	Beyond Wednesday's event, Carpanedo competed in two individual races at the Championships.	In addition to the event on Wednesday, Carpania competed in a separate race, the competition was a single-elimination tournament.
Bu, video oyunlarda oyunçulara cihazı havada hərəkət etdirməklə oyunun gedişatına nəzarət etmək imkanı verir.	 Bu, video oyunlarda oyunçulara cihazı havada hərəkə dəddirməklə, oyunün qeyrşadını nəzarət etmək imkanı verir.	This will allow players to control actions and movements in video games by moving the device through the air.	This allows players in video games to control the game's rhythm by moving the device in the air.
Şimalda və asanlıqla qət edilə biləcək məsafədə, romantik və ecazkar Sintra qəsəbəsi yerləşir. Bu qəsəbənin misilsiz gözəlliyi Lord Bayron tərəfindən qələmə alındıqdan sonra əcnəbilər arasında məşhurlaşdı.	 Şimaldə və asallıqla qət edə biləcək məsafədə, romantik və ecazkar sindrə qəsəbəsi yeniləşir. Bu qəsəbənin misilsiz gözəlliyi Lord Byron tərəfindən qəlimə alındıqdan sonra əcnəblər arasında məşğullarışdır.	To the north and within easy reach is the romantic and fascinating town of Sintra and which was made famous to foreigners after a glowing account of its splendours recorded by Lord Byron.	To the north and as far as it can be reached, the romantic and wonderful hamlet of Sindr is being restored, an unparalleled beauty that has been popular among foreigners since it was first penciled by Lord Byron.
Honkonq adası yerləşdiyi əraziyə də öz adını verib və bu ərazi turistlərin diqqətini cəlb edən əsas mərkəzdir.	 Hong Kong adası yerləşdiyə əraziyə də özadmə verib və bu ərazi turistlərin diqqətini cəlbədən əsas mərkəzdir.	Hong Kong Island gives the territory of Hong Kong its name and is the place that many tourists regard as the main focus.	Hong Kong Island has also gained its independence from the island, and the area is a major tourist attraction.
Praydlar, otuza qədər dişi şir və bala, eyni zamanda 1-3 arası yetkin erkək aslandan ibarət olur.	 Pride-lar 30 qədə deşişir və bəla, eyni zamanda 1-3 arası yetkin elkəki aslanla nibarət olur.	Prides are made up of one to three related adult males, along with as many as thirty females and cubs.	Pride breeds 30 eggs, and the plague is also associated with the adult male lion, 1 to 3.
Yuxarı baxan zaman aydın və gözəl səmadan və onu əhatə edən dağlardan başqa heç nə görmək olmur. Dünyanı bu mağaranın içindən hiss edə bilmək çox çətindir.	 Yoxarı baxan zamanı aydın və gözlən səmadın və unə hətədən dağlardan başqa içini görmək olmur. Dünyanın bu mağaran içindən hissədə bilmək çox çətindir.	Nothing can be seen other than the clear, beautiful sky above and the many surrounding mountains. Very little of this world can be seen or heard from inside the cave.	When you look at the heavens, you can't see anything but the mountains, and it's hard to see the world from the depths of these caves.
Ulduzun maqnit sahəsinin inversiyası baxımından aktivliyi Rossby nömrəsindən asılıdır. Rossby nömrəsi nə qədər kiçik olarsa, aktivlik bir o qədər az olacaq.	 Ulduzun modelin sahəsinin investiyası vaxamdan aktivliyi roz bir nümrəsində aslıdır. Roz bir nümrəsi nə qədəti çıx qularsa aktivliyi bir o qədər az olacaq.	The smaller the Rossby number, the less active the star with respect to magnetic reversals.	The investment of the star's model field from my viewpoint is the activity of a rose sample, which will be less active no matter how strongly a rose sample falls.
Təəssüf ki, yol hərəkətini tədqiq etmək çətindir, çünki sürücü davranışını 100% dəqiqliklə təxmin etmək mümkün deyil.	 Təsiv ki, yol hərəkətin tədüq etmək çətindir. Çünki sürücü davranışın yüz faiz təqliklə təxmitmək, mümkün deyil.	Unfortunately, studying traffic flow is difficult because driver behavior cannot be predicted with one-hundred percent certainty.	It's hard to predict the traffic, because you can't predict the driver's behavior with 100% accuracy.
İraq sərhədlərinin düşmən müdaxilələrindən müdafiəsini təmin etmək və qonşuları ilə diplomatik əlaqələrin qurulmasını təşkil etmək üçün bu ilin sonuna kimi yeni bir diplomatik təşəbbüsün irəli sürülməsi 78 tövsiyədən birincisi idi.	 İraq sərhədlərinin düşməm müdaxilələrinə müdafiəsini təmin etmək və qonşuları ilə diplomatik alaqilərin qolqumasını təkil etmək üçün bu ilin sonuna kimi yeni bir diplomatik təşəbbüsün ilə rəsülülməsi 78 döfsiədən bir indrsiydi.	First among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure Iraq’s borders against hostile interventions and to re-establish diplomatic relations with its neighbors.	The adoption by the end of this year of a new diplomatic initiative to ensure the defense of Iraq's borders against enemy interference and to encourage the maintenance of diplomatic relations with its neighbors was one of 78 steps.
1920-ci illərdə bir çox vətəndaşların və xalqların əsas münasibəti pasifizm və təcrid olunmadan ibarət idi.	 1920-ci illərdə bir çox fətəndaşların və xalqların əsas münasbəti pasifizm və təcid olamadan ibarət idi.	During the 1920s, the prevailing attitudes of most citizens and nations was that of pacifism and isolation.	In the 1920s, the main attitude of many citizens and peoples was pacifism and non-violence.
