1.Reference_Cantonese_Text	2.Whisper_ASR_Prediction	3.Reference_English_Target	4.MT_English_Prediction
自由派對推動重建的批評，主要在於重建合約犒賞了一般認為的華府圈內人。	自由派對推動重建的批評主要在於重建合約稿上要一般認為的華府圈內人。	自 由 派 對 推 動 重 建 的 批 評 主 要 在 於 重 建 合 約 犒 賞 了 一 般 認 為 的 華 府 圈 內 人	Criticism of the Liberal Party's push for reconstruction was mainly about the people in the Washington circle who generally believed in the reconstruction of the contract.
有些人覺得他是對的，但很多人持相反看法；他們認為包括太陽在內的太陽系（甚至其它星星）都是繞著地球移動的。	有些人覺得他是對的,但很多人持相反看法,他們認為包括太陽在內的他一樣是,甚至其他星星都是擾著地球移動的。	有 些 人 覺 得 他 是 對 的 但 很 多 人 持 相 反 看 法 ；他 們 認 為 包 括 太 陽 在 內 的 太 陽 系 甚 至 其 它 星 星 都 是 繞 著 地 球 移 動 的	Some people think he's right, but many people think the opposite, that he's the same person, including the sun, that even other stars are interfering with the Earth's motion.
一般來說，主管開始領導昔日的同儕時，有可能產生兩種行為。其中一種是試圖維持自己仍為同儕圈子裡的一員。	一般來說主管開始令到昔日的同濟時又可能產生兩種行為其中一種是試圖維持自己認為同濟圈子內的一員	一 般 來 說 主 管 開 始 領 導 昔 日 的 同 儕 時 有 可 能 產 生 兩 種 行 為 其 中 一 種 是 試 圖 維 持 自 己 仍 為 同 儕 圈 子 裡 的 一 員	Generally speaking, when a manager starts to make a good friend, one of the two behaviors that can occur is trying to keep someone who thinks they are a good friend.
一種簡單的人氣晚餐是 Pa amb Oli，夏季期間尤其流行：麵包配橄欖油、番茄和任何可取得的調味料，例如起司、鮪魚等。	一種簡單的人氣晚餐時,per amp, ollie,夏季期間尤其流行,麵包配橄欖油,番茄和任何可取得的調味料,例如氣絲,肉魚等。	一 種 簡 單 的 人 氣 晚 餐 是 pa amb oli夏 季 期 間 尤 其 流 行 ：麵 包 配 橄 欖 油 、番 茄 和 任 何 可 取 得 的 調 味 料 例 如 起 司 、鮪 魚 等	A simple popular dinner, per amp, ollie, especially popular during the summer, is bread with olive oil, tomatoes and any other available seasonings, such as gas silk, meat fish, etc.
歐洲大陸雖然相對較小，但卻存在許多獨立國家。一般情況下，在數個國家間旅行代表著必須申請數個簽證，經歷多次護照檢查。	歐洲大陸雖然相對較少但卻存在許多獨立國家一般情況下在數個國家間旅行代表著必須申請數個簽證經歷多次護照檢查	歐 洲 大 陸 雖 然 相 對 較 小 但 卻 存 在 許 多 獨 立 國 家 一 般 情 況 下 在 數 個 國 家 間 旅 行 代 表 著 必 須 申 請 數 個 簽 證 經 歷 多 次 護 照 檢 查	Although the continent is relatively small, there are many independent countries in which travel between several countries is usually required to apply for multiple visas and passports are checked multiple times.
Scotturb 公車 403 會固定開往辛特拉，停靠在羅卡角。	Scott Turb 公車 403 會固定開往新特拉停靠羅卡國	scotturb 公 車 403 會 固 定 開 往 辛 特 拉 停 靠 在 羅 卡 角	Scott Turb bus 403 will be on a fixed route to New Terra and stop at Rocca State.
阿皮亞是薩摩亞的首都。這個城鎮位於烏波盧島上，人口接近 40,000 人。	鴨皮鴨是殺魔鴨的手刀,這個城鎮位於烏波勞島上,人口接近4萬人。	阿 皮 亞 是 薩 摩 亞 的 首 都 這 個 城 鎮 位 於 烏 波 盧 島 上 人 口 接 近 40,000 人	And the sword of the sword was on the hand of the sword-maker, and the people of the city were about forty thousand in the island of Ubor.
透過虛擬方式分享校外教學，也是回顧該次旅行和向未來班級分享經驗的好方法。	透過虛擬方式分享校外教學有時回顧該次旅行和向未來班級分享經驗的好方法。	透 過 虛 擬 方 式 分 享 校 外 教 學 也 是 回 顧 該 次 旅 行 和 向 未 來 班 級 分 享 經 驗 的 好 方 法	It's a great way to reflect on the trip and share experiences with future classes through virtual learning.
美國體操協會為美國奧委會的來信背書，並認同奧林匹克大家庭絕對有需要為我們所有的運動員推動安全的環境。	美國提出協會為美國奧委會的來信背書並與奧林匹克大家庭絕對有需要為我們所有的運動員推動安全的環境。	美 國 體 操 協 會 為 美 國 奧 委 會 的 來 信 背 書 並 認 同 奧 林 匹 克 大 家 庭 絕 對 有 需 要 為 我 們 所 有 的 運 動 員 推 動 安 全 的 環 境	The United States has proposed that the Council write to the U.S. Olympic Committee and that the Olympic family should definitely push for a safe environment for all of our athletes.
而改朝換代之際也是各地分裂動盪的時期。其中最著名的就是漢朝和晉朝之間 60 年的三國時代。	而改朝換代之際也是各地分裂動蕩的時期其中最著名的就是漢朝和晉朝之間60年的三國時代	而 改 朝 換 代 之 際 也 是 各 地 分 裂 動 盪 的 時 期 其 中 最 著 名 的 就 是 漢 朝 和 晉 朝 之 間 60 年 的 三 國 時 代	The most famous of these was the Three Kingdoms period, which lasted 60 years between the Han and Qing dynasties.
除了周三的比賽，卡潘內多 (Carpanedo) 也參加了錦標賽中的兩場個別賽事。	除了周三的比賽,卡本萊多、Carpanado也參加了錦標賽中的兩場個別賽事	除 了 周 三 的 比 賽 卡 潘 內 多 carpanedo 也 參 加 了 錦 標 賽 中 的 兩 場 個 別 賽 事	In addition to Wednesday's game, Carpanado and Cabenredo also played in two separate races in the championship.
首先，大部份的騎士都穿著有鞋跟且鞋底平滑狹窄的馬靴。	首先大部份騎士都穿著有鞋跟斜鞋底屏滑俠的馬虛	首 先 大 部 份 的 騎 士 都 穿 著 有 鞋 跟 且 鞋 底 平 滑 狹 窄 的 馬 靴	First, most riders wear slippery horseshoes with slippers and slippers.
當組織內各個功能式部門均有效利用所有可運用的資源時，便可發揮創造力和獨創力。	當組織內各個功能式部門軍有效利用所有可運用的資源時,便可發揮創造力和毒創力。	當 組 織 內 各 個 功 能 式 部 門 均 有 效 利 用 所 有 可 運 用 的 資 源 時 便 可 發 揮 創 造 力 和 獨 創 力	When all functional branches within the organization use all the resources available to them effectively, creativity and creativity can be exploited.
在短短兩週內，美軍和自由法國軍就解放了南法，並轉向德國。	在短短兩週內美軍和自由法國軍就解放了南法並轉向德國	在 短 短 兩 週 內 美 軍 和 自 由 法 國 軍 就 解 放 了 南 法 並 轉 向 德 國	In just two weeks, the American and Free French forces liberated southern France and turned to Germany.
鷹架式教學並非學習方法，而是一種輔助，可為正在經歷新學習體驗（如使用新電腦程式或開始新專案等）的人提供支援。	英雅式教育並非學習方法而是一種輔助可為政約經濟新學習體驗如使用新電腦程式或開始新專案等的人提供支援	鷹 架 式 教 學 並 非 學 習 方 法 而 是 一 種 輔 助 可 為 正 在 經 歷 新 學 習 體 驗 如 使 用 新 電 腦 程 式 或 開 始 新 專 案 等 的 人 提 供 支 援	A genius education is not a learning method, but a tool that can help people learn new economic experiences, like using new computer programs or starting a new project.
實際上，即便有人知道它的存在也不容易找到。一旦進到山洞內，就完全與世隔絕。	實際上即便有人知道他的存在也不容易找到一旦進到山洞內就完全與世隔絕	實 際 上 即 便 有 人 知 道 它 的 存 在 也 不 容 易 找 到 一 旦 進 到 山 洞 內 就 完 全 與 世 隔 絕	In fact, even if someone knew he existed, it was hard to find him once he got into the cave.
因此，鉛筆在剛問世時成為了許多人的好朋友。	因此,原不著光敏世時成為了許多日的好朋友	因 此 鉛 筆 在 剛 問 世 時 成 為 了 許 多 人 的 好 朋 友	So we became good friends for days when we were not light sensitive.
最方便取用的植物資源應是葉子和莢豆中可取得的蛋白質，但除非經過烹調，不然對像我們這樣的靈長類動物來說它們很難消化。	最方便取用的植物資源應是葉子和甲斗中可取得的蛋白質,但除非經過烹調,不宜對象傲門者樣的領長類動物來涉探很難消化。	最 方 便 取 用 的 植 物 資 源 應 是 葉 子 和 莢 豆 中 可 取 得 的 蛋 白 質 但 除 非 經 過 烹 調 不 然 對 像 我 們 這 樣 的 靈 長 類 動 物 來 說 它 們 很 難 消 化	The most convenient plant resources should be the proteins available in leaves and melons, but it is not recommended to digest predators like the Aromans unless they are cooked.
對 Springboks 隊來說，這也終結了五連敗。	對Springbox對內說者日終結了五年拜	對 springboks 隊 來 說 這 也 終 結 了 五 連 敗	Five years have passed since Springbox's Inner Speaker Day.
請勿在建築物上做標記或塗鴉，以免破壞景點的外觀。	請密在建築物上造標的畫圖,以免破壞景點的外觀	請 勿 在 建 築 物 上 做 標 記 或 塗 鴉 以 免 破 壞 景 點 的 外 觀	Make a secret map of the target on the building to avoid damaging the landscape.
雷頓在與總理的會面中，請求修改保守黨的環境法案，要求「全面徹底改寫」保守黨所提的環境法案。	雷頓在於總理的會面中,請求修改保守黨的環境法案,要求全面徹底改寫保守黨所提的環境法案。	雷 頓 在 與 總 理 的 會 面 中 請 求 修 改 保 守 黨 的 環 境 法 案 要 求 「全 面 徹 底 改 寫 」保 守 黨 所 提 的 環 境 法 案	Rayton was at the Prime Minister's meeting demanding that the Conservative environmental bill be amended to completely and completely overturn the environmental bill the Conservatives had proposed.
這將讓玩家透過在空中揮動裝置以控制電子遊戲中的動作和移動。	這將讓玩家透過在空中揮動裝置以控制電子遊戲中的動作和移動	這 將 讓 玩 家 透 過 在 空 中 揮 動 裝 置 以 控 制 電 子 遊 戲 中 的 動 作 和 移 動	This will allow players to control the movement and movement of the game through a device that is hovering in the air.
二戰結束不過兩年，原本的盟友就成了敵人，冷戰開始。	二戰結束不過兩年,原本的盟友就成了敵人,冷戰開始	二 戰 結 束 不 過 兩 年 原 本 的 盟 友 就 成 了 敵 人 冷 戰 開 始	Two years after World War II, the original allies became enemies, and the Cold War began.
多發性硬化症是影響腦部、脊髓和視神經等中樞神經系統的病症。	多發性硬化症是影響腦部、骨髓或是神經等中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中、中	多 發 性 硬 化 症 是 影 響 腦 部 、脊 髓 和 視 神 經 等 中 樞 神 經 系 統 的 病 症	Multiple sclerosis is a disease that affects the brain and spinal cord, or the nerves, or the brain and spinal cord, or the nerves, or the brain and spinal cord, or the brain and spinal cord, or the brain and spinal cord, or the brain and spinal cord, or the brain and spinal cord, or the brain and spinal cord, or the brain and spinal cord, or the brain and spinal cord, or the brain and spinal cord, or the brain and spinal cord, or the brain and spinal cord, or the brain and spinal cord, or the brain and spinal cord, or the nerves, or the nerves, or the brain and spinal cord, or the brain and spinal cord, or the nerves, or the nerves, or the nerves, or the brain and spinal cord, or the brain and spinal cord, or the brain and spinal cord, or the brain and spinal cord, or the brain and spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the spinal cord, or the right, or the right, or the right, or the right, or the right, or the right, or the right
